Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,6,6.00,16368,0,1161,0,92.365358,0,0.000000,2611,17.169724,360,230,130,1,15207,3117,3389
0,13,39,3.00,106496,0,11828,0,87.505810,0,0.000000,16110,17.017366,2741,1522,1219,13,94668,20376,21278
0,16,48,3.00,131072,0,14518,0,87.543971,0,0.000000,19339,16.592309,2949,1699,1250,16,116554,24445,24904
0,16,48,3.00,131072,0,13042,0,88.950267,0,0.000000,19218,16.282301,2779,1698,1081,16,118030,24244,24487
0,17,51,3.00,139264,0,17885,0,85.265161,0,0.000000,19809,16.319956,3436,1909,1527,17,121379,25887,26211
0,16,48,3.00,131072,0,14385,0,87.672149,0,0.000000,18958,16.246883,3125,1619,1506,16,116687,23668,24412
0,16,48,3.00,131072,0,13560,0,88.460753,0,0.000000,19132,16.280890,2644,1534,1110,16,117512,23662,24059
0,16,48,3.00,131072,0,14197,0,87.852834,0,0.000000,18947,16.211337,2832,1582,1250,16,116875,23443,24031
0,16,48,3.00,131072,0,11368,0,90.503241,0,0.000000,19472,16.266791,2437,1324,1113,16,119704,23166,24264
0,15,45,3.00,122880,0,9911,0,91.226797,0,0.000000,18351,16.244279,2298,1372,926,15,112969,21605,22236
0,16,47,2.94,127837,0,12728,0,88.942654,0,0.000000,18684,16.231572,2652,1632,1020,16,115109,23084,23490
