Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,5,5.00,240,0,0,0,100.000000,0,0.000000,8,3.333333,0,0,0,1,240,8,11
0,858,2526,2.94,109824,0,2834,0,97.351154,0,0.000000,18219,17.028694,1145,919,226,858,106990,19329,20201
0,935,2759,2.95,119680,0,2502,0,97.864787,0,0.000000,19605,16.730956,1089,865,224,935,117178,20571,21240
0,934,2749,2.94,119552,0,2032,0,98.270933,0,0.000000,19050,16.210007,877,732,145,934,117520,19958,20358
0,933,2735,2.93,119424,0,2148,0,98.168423,0,0.000000,19199,16.370783,970,805,165,933,117276,20111,20503
0,929,2729,2.94,118912,0,1478,0,98.741421,0,0.000000,19066,16.235502,685,591,94,929,117434,19642,20253
0,931,2734,2.94,119168,0,1476,0,98.745879,0,0.000000,19076,16.208408,653,551,102,931,117692,19678,20439
0,932,2743,2.94,119296,0,2464,0,97.890989,0,0.000000,19126,16.370515,1084,947,137,932,116832,19978,20226
0,933,2759,2.96,119424,0,1808,0,98.462794,0,0.000000,19149,16.280948,782,661,121,933,117616,19755,20370
0,932,2739,2.94,119296,0,1749,0,98.512085,0,0.000000,18963,16.132270,766,638,128,932,117547,19579,20446
0,929,2717,2.92,118850,0,1204,0,98.976591,0,0.000000,19006,16.155245,540,454,86,929,117646,19430,20183
