0,1,4,4.00,240,0,0,0,100.000000,0,0.000000,13,5.416667,0,0,0,1,240,13,7
0,853,2498,2.93,109184,0,1971,0,98.161604,0,0.000000,17984,16.774085,867,703,164,853,107213,18798,19705
0,932,2728,2.93,119296,0,1631,0,98.613861,0,0.000000,19192,16.310713,723,589,134,932,117665,19764,20829
0,934,2732,2.93,119552,0,2110,0,98.203368,0,0.000000,18673,15.899763,877,727,150,934,117442,19415,20149
0,932,2740,2.94,119296,0,1546,0,98.687049,0,0.000000,18765,15.936306,649,516,133,932,117750,19329,20476
0,929,2715,2.92,118912,0,1462,0,98.755215,0,0.000000,18674,15.899532,656,554,102,929,117450,19168,19948
0,930,2733,2.94,119040,0,1782,0,98.480274,0,0.000000,18716,15.961384,793,707,86,930,117258,19334,20137
0,929,2720,2.93,118912,0,1246,0,98.941070,0,0.000000,18778,15.958731,570,496,74,929,117666,19246,20327
0,931,2736,2.94,119168,0,1530,0,98.699400,0,0.000000,18720,15.913225,714,626,88,931,117638,19260,20197
0,930,2732,2.94,119040,0,1861,0,98.411831,0,0.000000,18816,16.057485,835,715,120,930,117179,19514,20250
0,930,2710,2.91,118961,0,1874,0,98.399481,0,0.000000,18582,15.870250,902,792,110,930,117087,19286,19749
