Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,6,6.00,1008,0,5,0,99.501496,0,0.000000,130,12.961117,4,4,0,1,1003,134,134
0,233,698,3.00,119296,0,12324,0,88.479228,0,0.000000,18300,17.107280,3323,1951,1372,233,106972,22962,23986
0,246,738,3.00,125952,0,8679,0,92.599320,0,0.000000,19504,16.631279,2710,1832,878,246,117273,22792,23406
0,251,750,2.99,128512,0,11321,0,90.339702,0,0.000000,19070,16.272581,3044,1926,1118,251,117191,23398,23525
0,254,760,2.99,130048,0,12569,0,89.301067,0,0.000000,19206,16.348454,3123,1863,1260,254,117479,23738,24073
0,255,765,3.00,130560,0,12779,0,89.150202,0,0.000000,19195,16.297196,3126,1778,1348,255,117781,23275,24369
0,249,747,3.00,127488,0,10259,0,91.248752,0,0.000000,19016,16.221242,2893,1898,995,249,117229,22346,22886
0,249,747,3.00,127488,0,10623,0,90.910024,0,0.000000,19110,16.352201,2856,1865,991,249,116865,22736,23167
0,256,768,3.00,131072,0,13136,0,88.861756,0,0.000000,19104,16.198616,3198,1860,1338,256,117936,23364,24475
0,244,730,2.99,124928,0,7225,0,93.861669,0,0.000000,19122,16.245975,2262,1606,656,244,117703,21716,22210
0,253,758,3.00,129295,0,12106,0,89.669679,0,0.000000,18939,16.161073,3090,1876,1214,253,117189,23095,23519
