Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,6,6.00,4080,0,279,0,92.659826,0,0.000000,628,16.521968,88,59,29,1,3801,786,773
0,57,171,3.00,116736,0,11491,0,89.081667,0,0.000000,17928,17.034538,3040,1823,1217,57,105245,22184,23039
0,62,186,3.00,126976,0,10077,0,91.379738,0,0.000000,19462,16.648560,2849,1840,1009,62,116899,22970,23530
0,64,192,3.00,131072,0,14798,0,87.273165,0,0.000000,18890,16.246108,3475,2032,1443,64,116274,24346,24457
0,63,189,3.00,129024,0,11595,0,90.125948,0,0.000000,19164,16.319648,2884,1830,1054,63,117429,23358,23964
0,63,189,3.00,129024,0,10145,0,91.466113,0,0.000000,19339,16.267802,2721,1694,1027,63,118879,22783,23496
0,62,186,3.00,126976,0,9826,0,91.612463,0,0.000000,19005,16.222791,2651,1723,928,62,117150,22327,22694
0,62,186,3.00,126976,0,9895,0,91.548586,0,0.000000,19143,16.350219,2777,1772,1005,62,117081,22413,23043
0,62,186,3.00,126976,0,8498,0,92.827360,0,0.000000,19197,16.203008,2429,1585,844,62,118478,22083,22742
0,61,183,3.00,124928,0,8474,0,92.723307,0,0.000000,18919,16.245900,2480,1650,830,61,116454,21879,22413
0,63,188,2.98,128409,0,11490,0,90.172684,0,0.000000,18924,16.185564,3092,1877,1215,63,116919,22746,23608
