Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,6,6.00,4080,0,325,0,91.344874,0,0.000000,569,15.153129,103,72,31,1,3755,737,694
0,59,177,3.00,120832,0,21242,0,78.670549,0,0.000000,15617,15.681293,5238,2741,2497,59,99590,22945,22361
0,67,201,3.00,137216,0,23036,0,79.824838,0,0.000000,17495,15.322298,5315,2794,2521,67,114180,25019,24588
0,62,186,3.00,126976,0,14243,0,87.365723,0,0.000000,16853,14.949482,4084,2562,1522,62,112733,21725,21068
0,68,204,3.00,139264,0,26238,0,76.785872,0,0.000000,16822,14.883301,5779,2858,2921,68,113026,24816,24947
0,64,192,3.00,131072,0,18966,0,83.082083,0,0.000000,16610,14.816335,4790,2793,1997,64,112106,22632,22337
0,66,198,3.00,135168,0,20156,0,82.474872,0,0.000000,17053,14.827148,4803,2627,2176,66,115012,23139,23310
0,63,189,3.00,129024,0,16318,0,85.521623,0,0.000000,16905,14.999201,4293,2533,1760,63,112706,22043,21712
0,64,191,2.98,131072,0,17605,0,84.484476,0,0.000000,17021,15.000837,4578,2781,1797,64,113467,22555,21953
0,65,195,3.00,133120,0,19997,0,82.322781,0,0.000000,16919,14.956287,4759,2721,2038,65,113123,23229,22797
0,66,197,2.98,134154,0,22934,0,79.379608,0,0.000000,16654,14.973926,5139,2689,2450,66,111220,23396,23334
