0,1,6,6.00,2032,0,17,0,99.156328,0,0.000000,303,15.037221,7,7,0,1,2015,321,302
0,112,336,3.00,114688,0,8946,0,91.539786,0,0.000000,17723,16.760606,2731,1766,965,112,105742,21375,21930
0,129,387,3.00,132096,0,14220,0,87.936476,0,0.000000,19104,16.206861,3591,2023,1568,129,117876,24170,25119
0,127,381,3.00,130048,0,12931,0,88.958904,0,0.000000,18715,15.979747,3401,2041,1360,127,117117,23097,24088
0,128,384,3.00,131072,0,12778,0,89.198100,0,0.000000,18773,15.869782,3361,1997,1364,128,118294,22961,24348
0,124,372,3.00,126976,0,10140,0,91.321168,0,0.000000,18656,15.967681,3049,2033,1016,124,116836,22342,22898
0,125,375,3.00,128000,0,9903,0,91.614520,0,0.000000,18738,15.866618,2970,1964,1006,125,118097,22172,22997
0,128,384,3.00,131072,0,13254,0,88.750446,0,0.000000,18817,15.971244,3525,2167,1358,128,117818,23337,24088
0,124,372,3.00,126976,0,10076,0,91.380667,0,0.000000,18731,16.023097,3088,2087,1001,124,116900,22291,23025
0,122,366,3.00,124928,0,7393,0,93.709959,0,0.000000,18736,15.940784,2428,1805,623,122,117535,21282,21748
0,122,365,2.99,124624,0,8432,0,92.743046,0,0.000000,18514,15.933971,2646,1852,794,122,116192,21314,21778
