Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,6,6.00,32752,0,2402,0,92.085667,0,0.000000,5225,17.215815,658,403,255,1,30350,6271,6736
0,6,18,3.00,98304,0,11758,0,86.414161,0,0.000000,14745,17.037183,2221,1307,914,6,86546,18773,19532
0,8,24,3.00,131072,0,18475,0,83.591925,0,0.000000,18575,16.496887,2050,1263,787,8,112597,24349,25589
0,9,27,3.00,147456,0,19666,0,84.610689,0,0.000000,20878,16.337742,1994,1321,673,9,127790,27044,28204
0,8,24,3.00,131072,0,19224,0,82.812388,0,0.000000,18289,16.351656,2141,1355,786,8,111848,24209,25547
0,8,24,3.00,131072,0,17692,0,84.395837,0,0.000000,18482,16.300935,1869,1185,684,8,113380,23838,25383
0,8,24,3.00,131072,0,17112,0,84.984205,0,0.000000,18478,16.214461,1820,1202,618,8,113960,23692,24864
0,9,27,3.00,147456,0,20591,0,83.769361,0,0.000000,20631,16.262168,2065,1343,722,9,126865,26803,28294
0,8,24,3.00,131072,0,18824,0,83.229991,0,0.000000,18229,16.239933,2041,1362,679,8,112248,23741,25450
0,9,27,3.00,147456,0,22987,0,81.531948,0,0.000000,20238,16.259470,2273,1445,828,9,124469,26834,28870
0,8,23,2.88,123091,0,19293,0,81.412937,0,0.000000,16814,16.198771,2286,1407,879,8,103798,22608,23711
