0,1,4,4.00,30,0,0,0,100.000000,0,0.000000,2,6.666667,0,0,0,1,30,2,1
0,6750,17891,2.65,108000,0,5427,0,94.709134,0,0.000000,16843,16.420501,2681,2324,357,6750,102573,19069,18031
0,7381,19608,2.66,118096,0,5155,0,95.435670,0,0.000000,18243,16.152681,2509,2241,268,7381,112941,20281,19423
0,7392,19531,2.64,118272,0,5289,0,95.318765,0,0.000000,17818,15.770514,2442,2183,259,7392,112983,20000,18841
0,7395,19552,2.64,118320,0,5391,0,95.226204,0,0.000000,17717,15.688619,2486,2171,315,7395,112929,19963,18904
0,7375,19471,2.64,118000,0,5527,0,95.085932,0,0.000000,17757,15.787789,2436,2091,345,7375,112473,20053,18792
0,7393,19506,2.64,118288,0,5809,0,94.835480,0,0.000000,17651,15.692707,2553,2211,342,7393,112479,19939,18853
0,7368,19454,2.64,117888,0,5069,0,95.506962,0,0.000000,17812,15.788121,2311,2082,229,7368,112819,19830,18744
0,7400,19668,2.66,118400,0,6279,0,94.399800,0,0.000000,17679,15.767787,2835,2536,299,7400,112121,19941,18824
0,7397,19571,2.65,118352,0,6139,0,94.529154,0,0.000000,17691,15.765553,2591,2270,321,7397,112213,19825,18991
0,7363,19401,2.63,117764,0,4543,0,95.987493,0,0.000000,17765,15.690552,2096,1904,192,7363,113221,19367,18748
