Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,5,5.00,120,0,0,0,100.000000,0,0.000000,3,2.500000,0,0,0,1,120,3,4
0,1690,4923,2.91,108160,0,891,0,99.169378,0,0.000000,17964,16.746684,458,394,64,1690,107269,18350,19207
0,1849,5382,2.91,118336,0,545,0,99.537316,0,0.000000,19207,16.306000,290,276,14,1849,117791,19413,20458
0,1852,5401,2.92,118528,0,1072,0,99.087318,0,0.000000,18650,15.878286,519,451,68,1852,117456,18980,19794
0,1852,5397,2.91,118528,0,630,0,99.465640,0,0.000000,18827,15.968888,345,319,26,1852,117898,19089,20112
0,1846,5391,2.92,118144,0,720,0,99.386837,0,0.000000,18645,15.878355,397,365,32,1846,117424,18925,19675
0,1852,5387,2.91,118528,0,1148,0,99.021980,0,0.000000,18756,15.978872,594,550,44,1852,117380,19148,19879
0,1849,5403,2.92,118336,0,721,0,99.386983,0,0.000000,18791,15.976704,363,333,30,1849,117615,19053,19873
0,1856,5422,2.92,118784,0,1287,0,98.904653,0,0.000000,18675,15.894023,588,531,57,1856,117497,19107,19920
0,1854,5435,2.93,118656,0,1188,0,98.988661,0,0.000000,18857,16.052882,581,524,57,1854,117468,19231,20024
0,1847,5413,2.93,118188,0,1147,0,99.020002,0,0.000000,18568,15.864526,578,540,38,1847,117041,18970,19318
