Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,5,5.00,240,0,0,0,100.000000,0,0.000000,13,5.416667,0,0,0,1,240,13,7
0,858,2530,2.95,109824,0,2671,0,97.507303,0,0.000000,17967,16.767613,1122,860,262,858,107153,19037,20002
0,934,2750,2.94,119552,0,1902,0,98.383340,0,0.000000,19191,16.311942,835,686,149,934,117650,19887,20996
0,935,2755,2.95,119680,0,1996,0,98.303933,0,0.000000,18688,15.879814,868,711,157,935,117684,19342,20356
0,934,2748,2.94,119552,0,1868,0,98.412698,0,0.000000,18753,15.935046,797,637,160,934,117684,19425,20578
0,932,2750,2.95,119296,0,1785,0,98.480993,0,0.000000,18678,15.894682,750,623,127,932,117511,19338,20291
0,933,2748,2.95,119424,0,2019,0,98.280312,0,0.000000,18738,15.960138,824,691,133,933,117405,19492,20260
0,929,2744,2.95,118912,0,1376,0,98.829295,0,0.000000,18836,16.025728,611,513,98,929,117536,19320,20382
0,933,2762,2.96,119424,0,1827,0,98.446389,0,0.000000,18653,15.861799,747,622,125,933,117597,19223,20214
0,934,2762,2.96,119552,0,2124,0,98.191232,0,0.000000,18784,15.996185,932,821,111,934,117428,19556,20341
0,931,2755,2.96,119086,0,2068,0,98.232751,0,0.000000,18634,15.924046,937,801,136,931,117018,19332,19789
