Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,6,6.00,1920,0,310,0,80.745342,0,0.000000,235,14.596273,60,29,31,1,1610,335,370
0,299,897,3.00,306176,0,199935,0,-88.190058,0,0.000000,17823,16.776009,28472,8556,19916,299,106241,87245,89336
0,301,902,3.00,308224,0,190493,0,-61.803603,0,0.000000,19087,16.212382,27200,8432,18768,301,117731,80565,84659
0,313,939,3.00,320512,0,203020,0,-72.794743,0,0.000000,18601,15.831716,28085,8371,19714,313,117492,82479,86144
0,310,930,3.00,317440,0,199777,0,-69.787444,0,0.000000,18827,16.000782,27686,8464,19222,310,117663,82461,84832
0,312,936,3.00,319488,0,201726,0,-71.299740,0,0.000000,18815,15.977140,28466,8601,19865,312,117762,82533,84604
0,311,932,3.00,318464,0,200398,0,-69.733878,0,0.000000,18892,16.001220,28016,8444,19572,311,118066,83178,84907
0,302,906,3.00,309248,0,191941,0,-63.622802,0,0.000000,18639,15.889077,27105,8522,18583,302,117307,78847,81003
0,318,954,3.00,325632,0,207567,0,-75.807394,0,0.000000,18677,15.819252,29215,8531,20684,318,118065,83409,85697
0,313,939,3.00,320512,0,203375,0,-73.621486,0,0.000000,18713,15.975311,28645,8640,20005,313,117137,82631,84726
0,315,944,3.00,320580,0,203703,0,-74.288354,0,0.000000,18521,15.846574,29316,8669,20647,315,116877,82675,83765
