Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,6,6.00,480,0,0,0,100.000000,0,0.000000,34,7.083333,0,0,0,1,480,34,32
0,463,1377,2.97,118528,0,11387,0,89.371949,0,0.000000,17952,16.755490,3233,1952,1281,463,107141,22266,23015
0,492,1453,2.95,125952,0,8185,0,93.049836,0,0.000000,19182,16.288094,2568,1739,829,492,117767,22036,22975
0,488,1437,2.94,124928,0,7226,0,93.860767,0,0.000000,18766,15.943654,2257,1492,765,488,117702,21196,22396
0,491,1457,2.97,125696,0,8123,0,93.091101,0,0.000000,18673,15.882048,2454,1600,854,491,117573,21375,22610
0,484,1427,2.95,123904,0,6308,0,94.635872,0,0.000000,18818,16.002245,2090,1483,607,484,117596,20916,21614
0,488,1437,2.94,124928,0,7565,0,93.554187,0,0.000000,18707,15.939436,2396,1667,729,488,117363,21257,22000
0,483,1427,2.95,123648,0,6168,0,94.749745,0,0.000000,18735,15.947395,2061,1466,595,483,117480,20849,21545
0,487,1432,2.94,124672,0,7225,0,93.848289,0,0.000000,18745,15.960391,2236,1549,687,487,117447,21229,22039
0,485,1421,2.93,124160,0,6824,0,94.184223,0,0.000000,18803,16.024920,2236,1610,626,485,117336,20971,21862
0,481,1408,2.93,123061,0,6117,0,94.769291,0,0.000000,18600,15.905049,2079,1536,543,481,116944,20736,21023
