Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,6,6.00,480,0,0,0,100.000000,0,0.000000,30,6.250000,0,0,0,1,480,30,34
0,463,1377,2.97,118528,0,11674,0,89.074812,0,0.000000,18284,17.111198,3268,1915,1353,463,106854,22522,23591
0,492,1453,2.95,125952,0,8701,0,92.579168,0,0.000000,19590,16.707747,2698,1821,877,492,117251,22744,23221
0,488,1437,2.94,124928,0,7604,0,93.518803,0,0.000000,19062,16.247315,2461,1751,710,488,117324,22234,22260
0,491,1457,2.97,125696,0,8351,0,92.883378,0,0.000000,19179,16.344114,2538,1655,883,491,117345,22359,22809
0,484,1427,2.95,123904,0,6246,0,94.691394,0,0.000000,19090,16.224991,2120,1576,544,484,117658,21228,21952
0,488,1437,2.94,124928,0,7206,0,93.878799,0,0.000000,19056,16.187289,2275,1590,685,488,117722,21654,22184
0,483,1427,2.95,123648,0,6769,0,94.208540,0,0.000000,19158,16.391311,2288,1629,659,483,116879,21364,21945
0,487,1432,2.94,124672,0,7003,0,94.048560,0,0.000000,19082,16.216676,2196,1481,715,487,117669,21384,22229
0,485,1421,2.93,124160,0,6473,0,94.499817,0,0.000000,19180,16.297467,2138,1513,625,485,117687,21384,22021
0,481,1408,2.93,123070,0,5739,0,95.108710,0,0.000000,19022,16.212254,1964,1440,524,481,117331,20854,21607
