Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,5,5.00,960,0,10,0,98.947368,0,0.000000,107,11.263158,5,5,0,1,950,113,112
0,375,1124,3.00,192000,0,89840,0,12.059514,0,0.000000,16880,16.523101,15759,5704,10055,375,102160,49078,46824
0,371,1112,3.00,189952,0,76821,0,32.095535,0,0.000000,18276,16.154723,13567,5314,8253,371,113131,44608,42537
0,366,1097,3.00,187392,0,74539,0,33.950360,0,0.000000,17748,15.726653,13499,5246,8253,366,112853,42338,41231
0,372,1114,2.99,190464,0,77995,0,30.652002,0,0.000000,17666,15.707439,13893,5217,8676,372,112469,42922,41202
0,381,1140,2.99,195072,0,82799,0,26.252082,0,0.000000,17755,15.814132,14629,5332,9297,381,112273,44423,42466
0,369,1107,3.00,188928,0,76457,0,32.020699,0,0.000000,17722,15.756951,13653,5057,8596,369,112471,41730,39744
0,365,1095,3.00,186880,0,74055,0,34.362951,0,0.000000,17848,15.819189,13275,5063,8212,365,112825,41264,39537
0,364,1090,2.99,186368,0,73404,0,35.020006,0,0.000000,17689,15.658971,13130,5001,8129,364,112964,40767,39253
0,382,1141,2.99,195584,0,82654,0,26.809528,0,0.000000,17772,15.737182,14437,5269,9168,382,112930,43900,42337
0,374,1120,2.99,190630,0,78544,0,29.925236,0,0.000000,17472,15.588031,13920,5168,8752,374,112086,41584,39984
